Brand,Type,Manufacture_year,Mileage,Price,Body_type,Fuel,Horse_Power,Gear_box,Transmission,Color,Governorate,Address
Mercedes-Benz,Classe A 180 AMG,07-2021,49 000 km,145 000 DT,Compacte,Essence,8                                                                            CV,Automatique,Traction,Gris anthracite,Sousse,ADRESSE :Sousse
Mercedes-Benz,Classe X X250d,01-2019,98 000 km,195 000 DT,SUV/4x4,Diesel,8                                                                            CV,Automatique,Intégrale,Blanc,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Porsche,Panamera TURBO V8,05-2011,1 000 km,295 000 DT,Berline,Essence,41                                                                            CV,Automatique,Propulsion,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Volkswagen,Golf 8 GTI,07-2021,27 000 km,238 000 DT,Autres,Essence,19                                                                            CV,Automatique,Intégrale,Autre,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Ford,Puma Hybrid,08-2020,10 000 km,95 000 DT,Autres,Hybride (essence/électrique),6                                                                            CV,Manuelle,Traction,Blanc,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
BMW,Série 3 318i,10-2016,130 000 km,95 000 DT,Autres,Essence,7                                                                            CV,Automatique,Propulsion,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Suzuki,Grand Vitara,07-2006,160 000 km,48 000 DT,SUV/4x4,Diesel,8                                                                            CV,Automatique,Intégrale,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Land,Rover Range Rover Sport Autobiography,01-2014,229 000 km,228 000 DT,SUV/4x4,Diesel,19                                                                            CV,Automatique,Intégrale,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
KIA,K2700,04-2018,137 000 km,68 000 DT,SUV/4x4,Diesel,9                                                                            CV,Manuelle,Intégrale,Blanc,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Land,Rover Discovery SDV6,07-2014,105 000 km,153 000 DT,SUV/4x4,Diesel,17                                                                            CV,Automatique,Intégrale,Autre,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Audi,Q3,11-2017,66 000 km,108 000 DT,Autres,Essence,8                                                                            CV,Automatique,Traction,Gris Shark,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
BMW,Série 5 520i   KIT M///,01-2021,36 000 km,225 000 DT,Berline,Essence,10                                                                            CV,Automatique,Propulsion,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Mercedes-Benz,Classe A A200 Kit AMG,02-2019,19 000 km,158 000 DT,Autres,Essence,9                                                                            CV,Automatique,Traction,Blanc,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Mini,Countryman Edition Longstone,06-2019,128 000 km,108 000 DT,Autres,Essence,6                                                                            CV,Automatique,Traction,Autre,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Mercedes-Benz,Classe C kit AMG,01-2023,16 000 km,228 000 DT,Citadine,Essence,9                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Mini,3 portes COOPER,01-2010,79 000 km,45 000 DT,Autres,Essence,7                                                                            CV,Automatique,Traction,Autre,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Porsche,Cayenne V6,10-2016,144 000 km,240 000 DT,SUV/4x4,Diesel,16                                                                            CV,Automatique,Intégrale,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Seat,Ateca experience,11-2022,4 000 km,128 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Propulsion,Gris Shark,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Mercedes-Benz,Classe A A200  Kit Amg,01-2019,150 000 km,118 000 DT,Autres,Essence,8                                                                            CV,Automatique,Traction,Autre,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Audi,A6,07-2017,125 000 km,108 000 DT,Berline,Essence,10                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Nissan,Qashqai,06-2016,142 000 km,58 000 DT,SUV/4x4,Diesel,6                                                                            CV,Manuelle,Traction,Blanc,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
BMW,X1 luxury essence,07-2016,133 000 km,82 000 DT,SUV/4x4,Essence,7                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Seat,Ibiza,07-2020,150 000 km,43 500 DT,Autres,Essence,4                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :Ezzahra
Hyundai,Grand i10 Sedan D'origine,11-2015,110 000 km,39 900 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Gris Shark,Tunis,ADRESSE :Le Bardo
BMW,Série 3,04-2015,126 600 km,67 000 DT,Berline,Essence,7                                                                            CV,Automatique,Propulsion,Noir,Tunis,ADRESSE :Tunis
Fiat,Punto Evo,03-2012,177 000 km,25 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Ariana,ADRESSE :Ennacer
Renault,Scenic,09-2008,300 000 km,23 000 DT,Monospace,Diesel,6                                                                            CV,Manuelle,Traction,Gris argent,Monastir,"ADRESSE :R2, avenue du Maroc, Monastir"
Renault,Captur,11-2014,140 000 km,41 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Propulsion,Marron,Ariana,ADRESSE :cité ghazela Ariana
Fiat,Doblo,09-2021,50 000 km,50 000 DT,Utilitaire,Diesel,5                                                                            CV,Manuelle,Traction,Gris anthracite,Siliana,ADRESSE :الكريب
MG,5 BVA,06-2021,50 000 km,66 900 DT,Citadine,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520 
98 337 475"
Mercedes-Benz,Classe A Kit AMG,09-2019,60 000 km,138 000 DT,Citadine,Diesel,6                                                                            CV,Automatique,Traction,Gris Shark,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520
29 551 553"
BMW,Série 4 Coupé,03-2017,78 000 km,110 000 DT,Coupé,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
98 337 475
71 779 520"
BMW,Série 1,06-2012,94 000 km,55 000 DT,Citadine,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
98 337 475 
71 779 520"
Hyundai,Santa Fe 2.0,06-2016,140 000 km,97 000 DT,SUV/4x4,Diesel,8                                                                            CV,Automatique,Traction,Noir,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
Mercedes-Benz,Classe C C180 Kit Amg,08-2023,1 200 km,218 000 DT,Citadine,Hybride (essence/électrique),9                                                                            CV,Automatique,Traction,Gris Shark,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Mercedes-Benz,GLC Coupé 200,09-2019,33 000 km,248 000 DT,SUV/4x4,Hybride (essence/électrique),12                                                                            CV,Automatique,Traction,Gris Shark,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Audi,A5 Coupé SLINE,01-2014,96 000 km,79 500 DT,Coupé,Essence,9                                                                            CV,Automatique,Propulsion,Noir,Tunis,ADRESSE :Tunis ou sfax
KIA,Sportage,05-2015,97 000 km,78 000 DT,Autres,Diesel,11                                                                            CV,Automatique,Intégrale,Gris anthracite,Ariana,ADRESSE :nasser 2 ariana
Haval,H2,03-2017,91 000 km,55 000 DT,Compacte,Essence,9                                                                            CV,Manuelle,Traction,Blanc,Sfax,ADRESSE :Sfax
Ssangyong,Tivoli I LOVE IT,05-2022,16 000 km,82 000 DT,Autres,Essence,8                                                                            CV,Automatique,Traction,Bleu,Sousse,ADRESSE :Sousse
Toyota,Yaris,02-2010,231 000 km,24 000 DT,Compacte,Essence,4                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :Ezzahra
Toyota,Corolla,07-2022,10 500 km,82 000 DT,Compacte,Essence,6                                                                            CV,Automatique,Traction,Noir,Sousse,ADRESSE :Sousse
Volkswagen,Passat,01-2005,27 300 km,27 000 DT,Autres,Diesel,19                                                                            CV,Manuelle,Intégrale,Noir,Bizerte,ADRESSE :Bizerte
Opel,Corsa e 2017,02-2017,145 000 km,30 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Centre ville tunis
Opel,Astra ÉLÉGANCE 110 MT6,01-2022,18 000 km,73 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :La Soukra 2073
Dongfeng,S50,11-2021,27 000 km,58 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Beige,Sfax,ADRESSE :ROUTE DE TUNIS KM 4 MARKEZ BOUASSIDA CHEZ JARDIN D'ENFANT EL HOUDA SFAX
Peugeot,2008,10-2015,85 000 km,46 500 DT,SUV/4x4,Essence,5                                                                            CV,Manuelle,Traction,Gris anthracite,Ariana,"ADRESSE :Rue Kisra, Borj Louzir
Disponible sur Grand Tunis"
Audi,A3 Berline,05-2016,165 000 km,55 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Noir,Sousse,ADRESSE :Sousse
Jeep,Renegade,09-2016,80 000 km,64 000 DT,SUV/4x4,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :Ennasr
KIA,Sportage Gris,09-2011,220 000 km,53 000 DT,SUV/4x4,Diesel,11                                                                            CV,Automatique,Intégrale,Gris argent,Tunis,ADRESSE :La Marsa
Volkswagen,Passat,06-2017,160 000 km,73 000 DT,Berline,Diesel,6                                                                            CV,Manuelle,Traction,Blanc,Nabeul,ADRESSE :Nabeul
Fiat,Tipo Berline,11-2020,35 000 km,50 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Noir,Sidi Bouzid,ADRESSE :SIDI BOUZID
BMW,Série 3 318i luxury line,03-2016,144 000 km,85 000 DT,Berline,Essence,7                                                                            CV,Automatique,Propulsion,Autre,Ariana,ADRESSE :Soukra
Haval,H6,05-2019,85 433 km,87 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Blanc,Sousse,ADRESSE :Sousse-Khezama
Chevrolet,Captiva Lux,05-2023,4 000 km,93 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Lac 1
Ssangyong,XLV 1.6 benzine 2WD manuelle,06-2018,37 400 km,87 500 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :El manzah 9
Peugeot,208,09-2013,200 000 km,23 500 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Autre,Le Kef,ADRESSE :kef
Fiat,Panda,11-2012,171 000 km,24 500 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Rouge,Tunis,ADRESSE :Lac2 à côté Tunisia mall
Jeep,Renegade LIMITED,10-2019,93 000 km,74 900 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Noir,Sousse,ADRESSE :SOUSSE
Mazda,2 Sedan,12-2017,117 000 km,42 500 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :Ben Arous
Mini,5 portes Cooper Pack Funny,07-2021,20 000 km,150 000 DT,Citadine,Essence,7                                                                            CV,Automatique,Traction,Gris argent,Monastir,ADRESSE :Ksar hellal
Peugeot,308,04-2016,120 000 km,40 500 DT,Coupé,Essence,6                                                                            CV,Manuelle,Propulsion,Gris Shark,Tunis,ADRESSE :خزندار
Renault,Clio Classic Citadine,02-2009,251 000 km,25 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Ben Arous,ADRESSE :Megrine
Jeep,Renegade 4x4,09-2020,64 000 km,89 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :LAC 2
MG,ZS Très bon état d'origine,12-2018,77 000 km,66 000 DT,SUV/4x4,Essence,7                                                                            CV,Automatique,Traction,Bleu,Tunis,ADRESSE :Aouina Tunis
Great,Wall M4,09-2019,17 100 km,45 000 DT,Autres,Essence,6                                                                            CV,Manuelle,Traction,Rouge,Sfax,ADRESSE :Sfax
Hyundai,Grand i10 gris,02-2019,72 000 km,37 500 DT,Coupé,Essence,5                                                                            CV,Manuelle,Traction,Gris argent,Ariana,ADRESSE :Ariana
Mahindra,KUV 100,09-2020,42 000 km,30 500 DT,Pick up,Essence,5                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Aouina, sokra"
Volkswagen,Golf 7 Join,03-2019,78 000 km,77 500 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Médenine,ADRESSE :Medenine
BMW,Série 1 118 pack M,03-2021,37 000 km,135 000 DT,Berline,Essence,8                                                                            CV,Automatique,Propulsion,Bleu,Ariana,ADRESSE :Gammarth
Mercedes-Benz,Classe C C 180,08-2009,226 000 km,58 000 DT,Berline,Essence,9                                                                            CV,Automatique,Traction,Noir,Monastir,ADRESSE :rue de la liberté
Peugeot,301,08-2013,141 000 km,22 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Noir,La Manouba,ADRESSE :19 rue gafsa manouba
Ford,Transit Custom,08-2020,63 000 km,68 000 DT,Utilitaire,Diesel,7                                                                            CV,Manuelle,Traction,Beige,Ben Arous,ADRESSE :Rue des Usines - Z.I Sidi Rezig
Peugeot,301 bien,12-2016,250 000 km,24 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Gris Shark,Tunis,ADRESSE :les berges de lac
Citroën,C-Elysée gris,07-2018,250 000 km,24 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Gris argent,Sousse,ADRESSE :sousse-kalaa kebira
Audi,S3,06-2014,120 000 km,128 000 DT,Citadine,Essence,19                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Jaguar,E-Pace R-DYNAMIC,08-2021,30 000 km,275 000 DT,Compacte,Essence,12                                                                            CV,Automatique,Traction,Gris anthracite,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Nissan,Patrol Td42,09-2006,340 000 km,55 000 DT,SUV/4x4,Diesel,15                                                                            CV,Manuelle,Traction,Gris argent,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Mercedes-Benz,Classe C 180 kit AMG,03-2022,35 000 km,210 000 DT,Berline,Essence,9                                                                            CV,Automatique,Propulsion,Blanc,Tunis,ADRESSE :La soukra
Audi,A5 Coupé Quattro,07-2010,109 000 km,56 000 DT,Coupé,Essence,13                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :L'aouina
Ford,Fiesta 1.3L / 5 ch,04-2017,125 000 km,31 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Ben Arous,ADRESSE :Ben arous
Mazda,2 Sedan,11-2016,152 000 km,38 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Propulsion,Blanc,Nabeul,ADRESSE :Hammamet
Peugeot,208 Allure édition limitée,07-2017,88 000 km,34 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :SIDI bou saïd
Mercedes-Benz,Classe C AMG avec toit panoramique,05-2016,100 000 km,125 000 DT,Berline,Diesel,6                                                                            CV,Automatique,Propulsion,Blanc,Monastir,ADRESSE :Monastir
BMW,M3,01-2004,360 000 km,20 000 DT,Autres,Essence,7                                                                            CV,Manuelle,Propulsion,Noir,Monastir,ADRESSE :Jemmel
Jeep,Cherokee,05-2017,44 000 km,105 000 DT,SUV/4x4,Essence,11                                                                            CV,Automatique,Intégrale,Gris anthracite,Tunis,ADRESSE :PaP Charguia 1
Fiat,500X,01-2019,60 000 km,69 000 DT,SUV/4x4,Essence,7                                                                            CV,Automatique,Traction,Gris argent,Tunis,ADRESSE :Lac 1
Mercedes-Benz,Classe C AMG PLUS,10-2022,15 000 km,250 300 DT,Citadine,Essence,9                                                                            CV,Automatique,Propulsion,Noir,Ariana,ADRESSE :Tunis
BMW,Série 3 Sport,07-2011,45 000 km,63 000 DT,Berline,Essence,8                                                                            CV,Manuelle,Propulsion,Gris Shark,Tunis,ADRESSE :Marsa ville
Land,Rover Range Rover Evoque 2.2 SD4,10-2015,143 000 km,130 000 DT,SUV/4x4,Diesel,11                                                                            CV,Automatique,Intégrale,Rouge,Nabeul,ADRESSE :Kelibia
Hyundai,Grand Santa Fe,10-2018,94 000 km,140 000 DT,SUV/4x4,Diesel,12                                                                            CV,Automatique,Intégrale,Bleu,Tunis,ADRESSE :Manar 1
Renault,Megane,05-2021,102 000 km,70 000 DT,Coupé,Essence,7                                                                            CV,Automatique,Intégrale,Blanc,Ben Arous,ADRESSE :Ben arous
Volkswagen,Tiguan,01-2012,147 200 km,56 000 DT,SUV/4x4,Diesel,9                                                                            CV,Automatique,Intégrale,Blanc,Tunis,"ADRESSE :Résidence Aziz, Cité les Pins, Les Berges du Lac 2"
Alfa,Romeo Giulia,05-2019,188 185 km,70 000 DT,Berline,Essence,11                                                                            CV,Automatique,Traction,Noir,Ben Arous,"ADRESSE :Z. Ind.elle, 2013 Rue de Annaba, Ben Arous"
Peugeot,3008,04-2013,210 000 km,38 000 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Intégrale,Blanc,Tunis,ADRESSE :LAC1 - KRAM MOUROUJ
Audi,Q3,04-2012,195 000 km,60 000 DT,SUV/4x4,Diesel,4                                                                            CV,Automatique,Traction,Gris Shark,Ariana,ADRESSE :Ariana
Citroën,C4,06-2012,267 000 km,25 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Bleu,Ben Arous,ADRESSE :Tunis Ben Arous
Suzuki,Dzire,05-2018,112 172 km,37 500 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Beige,Monastir,ADRESSE :Ksibet el Médiouni
Honda,City 1.5,02-2021,39 000 km,62 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Gris argent,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
Volkswagen,Golf 7 1.2,09-2017,187 000 km,58 500 DT,Coupé,Essence,6                                                                            CV,Automatique,Traction,Noir,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
Fiat,Doblo,10-2018,93 777 km,38 000 DT,Utilitaire,Diesel,5                                                                            CV,Manuelle,Intégrale,Blanc,Tunis,ADRESSE :carthage
Nissan,Micra,05-2016,140 000 km,30 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Intégrale,Blanc,Tunis,"ADRESSE :94 Av. Jugurtha, Tunis 1082"
Renault,Captur,09-2014,170 000 km,44 000 DT,SUV/4x4,Essence,6                                                                            CV,Manuelle,Traction,Autre,Ben Arous,ADRESSE :El Mourouj 6
KIA,Sportage GT-line,07-2018,80 000 km,115 000 DT,SUV/4x4,Diesel,7                                                                            CV,Automatique,Traction,Blanc,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
KIA,Sportage GT_LINE AWD Pack premuim,03-2019,90 000 km,118 000 DT,SUV/4x4,Diesel,7                                                                            CV,Automatique,Traction,Bleu,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Mercedes-Benz,GLC 300 AMG,08-2018,70 000 km,230 000 DT,Compacte,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71779520"
KIA,Sportage GT-line,06-2019,65 000 km,118 000 DT,SUV/4x4,Diesel,7                                                                            CV,Automatique,Traction,Bleu,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Ford,Focus Trend Sport,01-2019,78 000 km,57 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Marron,Nabeul,ADRESSE :Nabeul
Volkswagen,Golf 7 Confortline,08-2013,151 440 km,52 000 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :ENNASR
Audi,A4,03-2016,150 000 km,72 000 DT,Berline,Essence,8                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :LA MARSA  TUNIS
Mazda,2 Sedan,11-2015,61 000 km,48 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Gris Shark,Ariana,ADRESSE :Ariana Soghra
Suzuki,Swift,07-2019,85 000 km,36 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Rouge,Tunis,ADRESSE :diar ben mahmoud El Agba
Audi,A3,08-2019,94 000 km,90 000 DT,Autres,Essence,6                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Route de la Marsa
Great,Wall M4,02-2020,75 000 km,39 000 DT,SUV/4x4,Essence,6                                                                            CV,Manuelle,Traction,Rouge,Tunis,ADRESSE :La marsa
Ssangyong,XLV,06-2019,130 000 km,57 000 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Gris Shark,Monastir,ADRESSE :Monastir
KIA,Picanto,04-2021,54 000 km,39 000 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Gris argent,Sfax,ADRESSE :Sfax
Jaguar,XF,10-2010,246 000 km,49 500 DT,Berline,Essence,16                                                                            CV,Automatique,Propulsion,Bleu,Ariana,ADRESSE :Ennaser 2
Toyota,Aygo Facelift,11-2019,57 000 km,35 000 DT,Compacte,Essence,4                                                                            CV,Manuelle,Traction,Rouge,Tunis,ADRESSE :La Marsa
MG,3,11-2021,20 000 km,64 100 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :Hammam-lif
Mazda,CX-5,01-2015,280 000 km,55 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Intégrale,Rouge,Nabeul,ADRESSE :Haouaria Nabeul
Peugeot,301,12-2014,112 000 km,25 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :12 rue ville bleu soukra
Toyota,Avanza,10-2013,206 000 km,28 000 DT,Autres,Essence,6                                                                            CV,Manuelle,Traction,Gris argent,Bizerte,ADRESSE :Menzel Abderrahmane - Bizerte
Volkswagen,Polo Sedan Highline 1.4,04-2014,130 000 km,38 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Gris argent,Sfax,ADRESSE :Avenue sfax
Peugeot,308 ESSENCE,12-2012,95 000 km,35 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Propulsion,Noir,Tunis,ADRESSE :RUE EL MESSAOUDI CHOTRANA 3 SOUKRA
Audi,A4,11-2013,178 143 km,46 000 DT,Berline,Essence,7                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :34 RUE HEDI KARRAY MENZAH 4 IMMEUBLE  STB
Fiat,500X,05-2017,155 000 km,63 000 DT,Compacte,Essence,7                                                                            CV,Automatique,Traction,Rouge,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Volkswagen,Golf 8 R_line,06-2021,25 000 km,139 000 DT,Citadine,Essence,8                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520
29 551 553"
BMW,Série 4 Coupé 420i,01-2015,102 000 km,109 000 DT,Coupé,Essence,10                                                                            CV,Automatique,Traction,Blanc,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
 98 337 475 
71 779 520"
MG,HS,06-2021,37 000 km,90 000 DT,SUV/4x4,Essence,10                                                                            CV,Automatique,Traction,Bleu,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520
29 551 553"
Seat,Leon SC Tsi,11-2016,125 000 km,46 000 DT,Coupé,Essence,6                                                                            CV,Manuelle,Propulsion,Gris Shark,Tunis,ADRESSE :La Marsa
Peugeot,208 Puretech,04-2016,85 275 km,33 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Beige,Tunis,ADRESSE :la marsa
Renault,Clio,02-2002,338 000 km,20 300 DT,Compacte,Essence,4                                                                            CV,Manuelle,Traction,Noir,Nabeul,"ADRESSE :Tél: 22839079
Disponible fi Nabeul centre ville"
Peugeot,301,01-2017,190 000 km,25 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Marron,Tunis,ADRESSE :Tunis
Peugeot,2008 pp,06-2014,105 000 km,37 000 DT,SUV/4x4,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :ain zaghouan
Haval,H6,04-2022,16 000 km,119 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Noir,Bizerte,ADRESSE :Visible sur Bizerte et Tunis.
Renault,Fluence Tomtom,01-2011,136 000 km,29 000 DT,Berline,Essence,7                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :Megrine
Opel,Combo Cargo K9,12-2021,41 000 km,50 000 DT,Utilitaire,Diesel,5                                                                            CV,Manuelle,Traction,Blanc,Bizerte,ADRESSE :Bizerte
Toyota,RAV 4,08-2015,109 000 km,72 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Gris argent,Sousse,ADRESSE :ROUTE DE TUNIS   tel 98261435
Ford,Mondeo Ecoboost Titanium,04-2013,128 000 km,36 000 DT,Berline,Essence,9                                                                            CV,Manuelle,Traction,Blanc,Tunis,ADRESSE :ariana
Hyundai,Creta Cuir,11-2020,32 000 km,76 000 DT,SUV/4x4,Essence,7                                                                            CV,Automatique,Intégrale,Gris argent,Tunis,ADRESSE :Carthage Salambo
Toyota,RAV 4 Noir,06-2015,154 000 km,68 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Intégrale,Noir,Tunis,ADRESSE :Carthage Salambo
Chery,E3 État  neuve,10-2017,49 200 km,36 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tozeur,ADRESSE :Nefta tozeur
Volkswagen,Vento,03-1996,250 000 km,9 500 DT,Autres,Diesel,6                                                                            CV,Manuelle,Intégrale,Noir,Ariana,ADRESSE :raoued
Mahindra,KUV 100 K8,03-2022,10 600 km,38 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :el manar
Mercedes-Benz,GLA Break,06-2019,110 000 km,115 000 DT,Autres,Essence,7                                                                            CV,Automatique,Traction,Noir,Médenine,ADRESSE :Djerba
MG,ZS Confort plus,11-2018,41 000 km,61 500 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Rouge,Bizerte,ADRESSE :10 rue Alyssa Ras Jebel
BMW,Série 3 M,01-2018,160 000 km,79 500 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :mourouj
Seat,Ibiza Style,12-2020,70 000 km,59 900 DT,Coupé,Essence,4                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :Ezahra
Ford,Ecosport Titanium,11-2018,73 000 km,67 000 DT,SUV/4x4,Essence,7                                                                            CV,Automatique,Traction,Gris argent,Ariana,ADRESSE :El menzah 5
